KODE;NORSK_BRUKSNAVN;SEKUNDAERT_FAGOMRAADE;FAGOMRAADE_NLK;REFUSJONSKATEGORI;REFUSJON_stat;REFUSJON_privat;STJERNEKODE;REFUSJONSKATEGORI_ENDRET
NOR25719;B-Immunfenotyping modne B lymfocytter;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25720;B-Immunfenotyping modne T lymfocytter;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25721;B-Immunfenotyping modne NK-celler;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25722;B-Immunfenotyping plasmaceller;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25723;Bm-Immunfenotyping beinmarg (liste);;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;
NOR25724;Bm-Immunfenotyping cellerekke;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25725;Bm-Immunfenotyping myeloide (NOPHO-12);;Immunologi og transfusjonsmedisin;IT11;6535,7;6548,76;0;IT9 til IT11
NOR25726;Bm-Immunfenotyping myeloide MRD (NOPHO-12);;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25727;Bm-Immunfenotyping B lymfocytt (NOPHO-08);;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25728;Bm-Immunfenotyping B lymfocytt MRD (NOPHO-08);;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25729;Bm-Immunfenotyping T lymfocytt (NOPHO-08);;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25730;Bm-Immunfenotyping T lymfocytt MRD (NOPHO-08);;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25731;Bm-Immunfenotyping blodcelle MRD (uspes.);;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25732;Bm-Immunfenotyping blodceller screen;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25733;Bm-Immunfenotyping blodceller uspes.;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25734;Bm-Immunfenotyping lymfocytter screen;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25735;Bm-Immunfenotyping myeloide;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25736;Bm-Immunfenotyping umodne T lymfocytter;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25737;Bm-Immunfenotyping umodne B lymfocytter;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25738;Bm-Immunfenotyping modne B lymfocytter;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25739;Bm-Immunfenotyping modne T lymfocytter;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25740;Bm-Immunfenotyping modne NK-celler;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25741;Bm-Immunfenotyping plasmaceller;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25742;Sp-Immunfenotyping blodceller (liste);;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;
NOR25743;Sp-Immunfenotyping cellerekke;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25744;Sp-Immunfenotyping blodcelle MRD (uspes.);;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25745;Sp-Immunfenotyping blodceller screen;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25746;Sp-Immunfenotyping blodceller uspes.;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25747;Sp-Immunfenotyping lymfocytter screen;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25748;Sp-Immunfenotyping myeloide;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25749;Sp-Immunfenotyping umodne T lymfocytter;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25750;Sp-Immunfenotyping umodne B lymfocytter;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25751;Sp-Immunfenotyping modne B lymfocytter;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25752;Sp-Immunfenotyping modne T lymfocytter;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25753;Sp-Immunfenotyping modne NK-celler;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25754;Sp-Immunfenotyping plasmaceller;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25755;Asp-Immunfenotyping blodceller (liste);;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;
NOR25756;Asp-Immunfenotyping blodceller uspes.;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25757;Asp-Immunfenotyping lymfocytter screen;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25758;Asp-Immunfenotyping myeloide;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25759;Asp-Immunfenotyping umodne T lymfocytter;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25760;Asp-Immunfenotyping umodne B lymfocytter;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25761;Asp-Immunfenotyping modne B lymfocytter;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25762;Asp-Immunfenotyping modne T lymfocytter;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25763;Asp-Immunfenotyping modne NK-celler;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25764;Asp-Immunfenotyping plasmaceller;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25765;BAL-Immunfenotyping blodceller (liste);;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;
NOR25766;BAL-Immunfenotyping blodceller uspes.;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25767;Us-Immunfenotyping blodceller (liste);;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;
NOR25768;Us-Immunfenotyping blodceller uspes.;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25769;Us-Immunfenotyping lymfocytter screen;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25770;Us-Immunfenotyping myeloide;;Immunologi og transfusjonsmedisin;IT11;6535,7;6548,76;0;IT9 til IT11
NOR25771;Us-Immunfenotyping umodne T lymfocytter;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25772;Us-Immunfenotyping umodne B lymfocytter;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25773;Us-Immunfenotyping modne B lymfocytter;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25774;Us-Immunfenotyping modne T lymfocytter;;Immunologi og transfusjonsmedisin;IT10;4545,63;4554,71;0;IT9 til IT10
NOR25775;Øyevæske-Annen spesifisert analyse (farmakologi);;Klinisk farmakologi;KF10;1330,66;1316,55;0;
NOR25776;Mo-Annen spesifisert analyse (farmakologi);;Klinisk farmakologi;KF10;1330,66;1316,55;0;
NOR25777;Mekonium-Annen spesifisert analyse (farmakologi);;Klinisk farmakologi;KF10;1330,66;1316,55;0;
NOR25778;Milt-Annen spesifisert analyse (farmakologi);;Klinisk farmakologi;KF10;1330,66;1316,55;0;
NOR25779;Lever-Annen spesifisert analyse (farmakologi);;Klinisk farmakologi;KF10;1330,66;1316,55;0;
NOR25780;Muskel-Annen spesifisert analyse (farmakologi);;Klinisk farmakologi;KF10;1330,66;1316,55;0;
NOR25782;Asc-polymorfnukleære leukocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB9 til MB0
NOR25783;Drenv-polymorfnukleære leukocytter;;Medisinsk biokjemi;MB9;82,39;76,4;0;
NOR25784;Plv-polymorfnukleære leukocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB8 til MB0
NOR25785;Asc-mononukleære leukocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB9 til MB0
NOR25786;Drenv-mononukleære leukocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25787;Plv-mononukleære leukocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB8 til MB0
NOR25788;B-IG%;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB1 til MB0
NOR25791;P-Makroprolaktin;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB9 til MB0
NOR25792;P-IL2R;;Medisinsk biokjemi;MB3;9,53;8,81;0;MB11 til MB3
NOR25794;Ldv-polymorfnukleære leukocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB5 til MB0
NOR25795;Ldv-mononukleære leukocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB8 til MB0
NOR25796;Asc-Hemoglobin;;Medisinsk biokjemi;MB6;23,18;21,5;0;
NOR25799;Sp-Leukocytter (mononukleære);;Medisinsk biokjemi;MB0;0,5;0,48;0;MB3 til MB0
NOR25800;Sp-Leukocytter (polymorfnukleære);;Medisinsk biokjemi;MB0;0,5;0,48;0;MB5 til MB0
NOR25804;Us-Volum;;Medisinsk biokjemi;MB7;35,12;32,55;0;MB8 til MB7
NOR25805;Us-Samletid;;Medisinsk biokjemi;MB7;35,12;32,55;0;
NOR25806;U-Kreatinin pr. døgn;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB1 til MB0
NOR25807;P(kB)-Laktat;;Medisinsk biokjemi;MB5;17,01;15,75;0;
NOR25808;RNA-Sangersekvensering, eksoner;;Medisinsk genetikk;MG2;311,18;0;0;
NOR25809;DNA-Fragmentanalyse;;Medisinsk genetikk;MG4;1174,96;0;0;
NOR25810;P-Nevronale-antigen antistoff;;Immunologi og transfusjonsmedisin;IT6;116,3;105,96;0;
NOR25811;P-Differanse kappa-lambda kjeder, frie;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB7 til MB0
NOR25813;U-Kalsium/Kreatinin;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB1 til MB0
NOR25814;U-Fosfat/Kreatinin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25815;U-Magnesium/Kreatinin;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB2 til MB0
NOR25816;U-Kadmium/Kreatinin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25817;U-Kobber/Kreatinin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25818;U-Sink/Kreatinin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25819;U-Kvikksølv/Kreatinin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25820;U-Heptaporfyrin/Kreatinin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25821;U-Hexaporfyrin/Kreatinin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25822;U-Koproporfyrin/Kreatinin;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB5 til MB0
NOR25823;U-Pentaporfyrin/Kreatinin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25824;U-Uroporfyrin/Kreatinin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25825;U-Porfyrin/Kreatinin;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB8 til MB0
NOR25826;U-ALA/Kreatinin;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB8 til MB0
NOR25827;U-PBG/Kreatinin;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB8 til MB0
NOR25828;U-Immunglobulin G/Kreatinin;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB5 til MB0
NOR25829;Dv-Polymorfnukleære leukocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB3 til MB0
NOR25830;Dv-Mononukleære leukocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;MB3 til MB0
NOR25831;U-Glukose (semikvantitativt);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25834;Us-Slektskapsanalyse (PFGE);;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NOR25835;U-Amfetaminer (uspesifikk);;Klinisk farmakologi;KF2;22,68;22,44;0;
NOR25836;U-Anabole steroider (uspesifikk);;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NOR25837;U-Barbiturater (uspesifikk);;Klinisk farmakologi;KF2;22,68;22,44;0;
NOR25838;U-Benzodiazepiner (uspesifikk);;Klinisk farmakologi;KF2;22,68;22,44;0;
NOR25839;U-Cannabis (uspesifikk);;Klinisk farmakologi;KF2;22,68;22,44;0;
NOR25840;U-Kokain (uspesifikk);;Klinisk farmakologi;KF2;22,68;22,44;0;
NOR25841;U-Opiater (uspesifikk);;Klinisk farmakologi;KF2;22,68;22,44;0;
NOR25842;P-Koagulasjonsfaktor II aktivitet;;Medisinsk biokjemi;MB12;514,71;477,31;0;
NOR25843;P-Koagulasjonsfaktor V aktivitet;;Medisinsk biokjemi;MB12;514,71;477,31;0;
NOR25844;P-Koagulasjonsfaktor VII aktivitet;;Medisinsk biokjemi;MB12;514,71;477,31;0;
NOR25845;P-Koagulasjonsfaktor X aktivitet;;Medisinsk biokjemi;MB12;514,71;477,31;0;
NOR25846;P-Koagulasjonsfaktor XI aktivitet;;Medisinsk biokjemi;MB12;514,71;477,31;0;
NOR25847;P-Koagulasjonsfaktor VIII aktivitet (klott);;Medisinsk biokjemi;MB11;225,07;208,71;0;
NOR25848;P-Koagulasjonsfaktor VIII aktivitet (klott);;Medisinsk biokjemi;MB12;514,71;477,31;0;
NOR25849;P-Koagulasjonsfaktor VIII aktivitet;;Medisinsk biokjemi;MB11;225,07;208,71;0;
NOR25850;P-Koagulasjonsfaktor IX aktivitet (klott);;Medisinsk biokjemi;MB11;225,07;208,71;0;
NOR25851;P-Koagulasjonsfaktor IX aktivitet;;Medisinsk biokjemi;MB12;514,71;477,31;0;
NOR25852;P-Koagulasjonsfaktor XIII antigen;;Medisinsk biokjemi;MB13;1224,82;1135,76;0;
NOR25853;P-Antitrombin aktivitet (FXa-basert reagens);;Medisinsk biokjemi;MB9;82,39;76,4;0;MB8 til MB9
NOR25854;P-Antitrombin aktivitet (FIIa-basert reagens);;Medisinsk biokjemi;MB9;82,39;76,4;0;MB12 til MB9
NOR25855;P-Protein S fritt antigen;;Medisinsk biokjemi;MB11;225,07;208,71;0;MB10 til MB11
NOR25856;P-Protein C aktivitet;;Medisinsk biokjemi;MB9;82,39;76,4;0;
NOR25857;P-Von Willebrand-Faktor antigen;;Medisinsk biokjemi;MB11;225,07;208,71;0;
NOR25858;P-Von Willebrand-Faktor aktivitet;;Medisinsk biokjemi;MB11;225,07;208,71;0;
NOR25859;P-Hepcidin-25;;Medisinsk biokjemi;MB10;133,86;124,13;0;MB8 til MB10
NOR25860;B-Lymc-Lymfocyttsubpopulasjoner (liste);;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;
NOR25861;B-Lymc-CD3 T-celler %;;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;
NOR25862;B-Lymc-CD4 T-celler %;;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;
NOR25863;B-Lymc-CD8 T-celler %;;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;
NOR25864;B-Lymc-B-celler %;;Immunologi og transfusjonsmedisin;IT0;0,93;0,91;0;
NOR25865;B-CD4 memory (CD45RA-/RO+) T-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25866;B-CD4 follicular (CD45RA-/RO+CXCR5+) T-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25867;B-CD4 naive (CD45RA+/RO-) T-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25868;B-CD4 RTE recent thymic emigrants (CD45RA+/RO-CD31+) T-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25869;B-CD8 naive (CD27+CD28+) T-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25870;B-CD8 early effector memory (CD27+CD28-) T-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25871;B-CD8 late effector memory (CD27-CD28-) T-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25872;B-CD4 regulatoriske (CD25+CD127-) T-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25873;B-DNT (TCRalfabeta+CD4-CD8-) T-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25874;B-CD4 regulatoriske FoxP3+ regulatoriske (CD25+) T-celler %;;Immunologi og transfusjonsmedisin;IT8;463,39;460,66;0;IT9 til IT8
NOR25875;B-CD4 naive (CD45RA+/RO-CCR7+) T-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25876;B-CD4 effector (CD45RA+/RO-CCR7-) T-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25877;B-CD4 central memory (CD45RA-/RO+CCR7+) T-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25878;B-CD4 effector memory (CD45RA-/CD45RO+CCR7-) T-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25879;B-CD8 naive (CD45RA+/RO-CCR7+) T-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25880;B-CD8 effector (CD45RA+/RO-CCR7-) T-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25881;B-CD8 central memory (CD45RA-/RO+CCR7+) T-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25882;B-CD8 effector memory (CD45RA-/RO+CCR7-) T-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25883;B-CD4 Th1 (IFN-gamma+) T-celler %;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;
NOR25884;B-CD4 Th2 (IL-4+) T-celler %;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;
NOR25885;B-CD4 Th17 (IL-17+) T-celler %;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;
NOR25886;B-Naive (CD27-IgD+IgM+) B-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25887;B-IgM memory (CD27+IgD+IgM+) B-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25888;B-Class switched (CD27+IgD-IgM) B-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25889;B-Transitoriske (CD24+CD38+IgM+) B-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25890;B-Plasmablaster %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25891;B-CD21low (CD21low/-CD38-) B-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25892;Pt-Immunfluorescensundersøkelse;;Patologi;;0;0;0;
NOR25893;Pt-Molekylærpatologisk undersøkelse;;Patologi;;0;0;0;
NOR25894;Pt-Obduksjon;;Patologi;;0;0;0;
NOR25895;B-CD8 RTE recent thymic emigrants (CD45RA+/RO-CD62L+CD103+) T-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25896;P-Fructosyllysine [525] albumin;;Medisinsk biokjemi;MB9;82,39;76,4;0;MB8 til MB9
NOR25897;Nyre-målt GFR Joheksol (overfl.=1,73m2);;Medisinsk biokjemi;MB0;0,5;0,48;0;MB12 til MB0
NOR25898;P-APTT miks etter inkubering;;Medisinsk biokjemi;MB9;82,39;76,4;0;
NOR25899;Fibrobl-Pyruvatdehydrogenase;;Medisinsk biokjemi;MB14;2449,66;2271,55;0;
NOR25902;B-Class switched non-memory (CD27-IgD-) B-celler %;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;
NOR25903;B-Plasmablaster;;Immunologi og transfusjonsmedisin;IT6;116,3;105,96;0;
NOR25904;Sekr(Cervix uteri)-Humant papillomavirus type høyrisiko, ikke16, ikke18 DNA;;Medisinsk mikrobiologi;MM5;125,77;120,3;0;MM6 til MM5
NOR25905;Us-Humant papillomavirus type høyrisiko, ikke16, ikke18 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NOR25906;Us-Viabilitet stamcelleprodukt;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;IT6 til IT9
NOR25907;P-Prolaktin(monomer);;Medisinsk biokjemi;MB10;133,86;124,13;0;MB0 til MB10
NOR25908;B-Etanol (estimert);;Klinisk farmakologi;KF0;0,6;0,6;0;
NOR25909;Nyre-estimert GFR CKD-EPI Kreatinin (overfl.=1,73m2);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25910;Nyre-estimert GFR Cystatin C (overfl.=1,73m2);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25911;Nyre-estimert GFR Cystatin C+Kreatinin (overfl.=1,73m2);;Medisinsk biokjemi;MB1;5,16;4,77;0;
NOR25912;Nyre-estimert GFR CKD-EPI Kreatinin (ikke-justert);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25913;Nyre-estimert GFR Cystatin C (ikke-justert);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25914;Nyre-estimert GFR Cystatin C+Kreatinin (ikke-justert);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25915;U-Betablokkere;;Medisinsk biokjemi;MB11;225,07;208,71;0;MB0 til MB11
NOR25916;U-Diuretika;;Medisinsk biokjemi;MB11;225,07;208,71;0;MB0 til MB11
NOR25917;U-Stimulerende midler;;Medisinsk biokjemi;MB11;225,07;208,71;0;MB0 til MB11
NOR25918;Us-Aerob anriket dyrkning, sopp;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NOR25920;Hb-Hemoglobin A;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25921;Hb-Hemoglobin A2;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25922;Hb-Hemoglobin C;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25923;Hb-Hemoglobin D;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25924;Hb-Hemoglobin E;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25925;Hb-Hemoglobin F;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25926;Hb-Hemoglobin S;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25927;Hb-Hemoglobin (annet);;Medisinsk biokjemi;MB6;23,18;21,5;0;MB0 til MB6
NOR25928;Transferrin(P)-CDT;;Medisinsk biokjemi;MB9;82,39;76,4;0;
NOR25929;P-Transferrinmetning;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25931;P-Testosteron/seksualhormon bindende globulin(SHBG);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25932;P-Legemiddel PF4 kompleks IgG;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;IT0 til IT9
NOR25933;P-Denguevirus NS1 antigen;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NOR25935;BAL-Lymfocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25936;BAL-Nøytrofile granulocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25937;BAL-Monocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25938;BAL-Eosinofile granulocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25939;BAL-Basofile granulocytter;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25940;BAL-Mastceller;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NOR25941;DNA-Transplantasjonsrelatert HLA-A typing høyoppløselig;;Immunologi og transfusjonsmedisin;IT8;463,39;460,66;0;
NOR25942;DNA-Transplantasjonsrelatert HLA-A typing lavoppløselig;;Immunologi og transfusjonsmedisin;IT7;208,54;207,29;0;
NOR25943;DNA-Transplantasjonsrelatert liste -HLA gener lavoppløselig 11 loci;;Immunologi og transfusjonsmedisin;IT7;208,54;207,29;0;IT8 til IT7
NOR25944;DNA-Transplantasjonsrelatert liste -HLA gener høyoppløselig 11 loci;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;
NOR25947;DNA-Transplantasjonsrelatert HLA-B typing høyoppløselig;;Immunologi og transfusjonsmedisin;IT8;463,39;460,66;0;
NOR25948;DNA-Transplantasjonsrelatert HLA-B typing lavoppløselig;;Immunologi og transfusjonsmedisin;IT7;208,54;207,29;0;
NOR25951;DNA-Transplantasjonsrelatert HLA-C typing høyoppløselig;;Immunologi og transfusjonsmedisin;IT8;463,39;460,66;0;
NOR25952;DNA-Transplantasjonsrelatert HLA-C typing lavoppløselig;;Immunologi og transfusjonsmedisin;IT7;208,54;207,29;0;
NOR25953;DNA-Transplantasjonsrelatert HLA-DPB1 typing høyoppløselig;;Immunologi og transfusjonsmedisin;IT8;463,39;460,66;0;
NOR25954;DNA-Transplantasjonsrelatert HLA-DQA1 typing lavoppløselig;;Immunologi og transfusjonsmedisin;IT7;208,54;207,29;0;
NOR25955;DNA-Transplantasjonsrelatert HLA-DQA1 og DQB1 lavoppløselig;;Immunologi og transfusjonsmedisin;IT7;208,54;207,29;0;
NOR25957;DNA-Transplantasjonsrelatert HLA-DQB1 typing høyoppløselig;;Immunologi og transfusjonsmedisin;IT8;463,39;460,66;0;
NOR25958;DNA-Transplantasjonsrelatert HLA-DQB1 typing lavoppløselig;;Immunologi og transfusjonsmedisin;IT7;208,54;207,29;0;
NOR25960;DNA-Transplantasjonsrelatert HLA-DRB1 typing lavoppløselig;;Immunologi og transfusjonsmedisin;IT7;208,54;207,29;0;
NOR25961;DNA-Transplantasjonsrelatert HLA-DRB1 typing høyoppløselig;;Immunologi og transfusjonsmedisin;IT8;463,39;460,66;0;
NOR25962;DNA-Transplantasjonsrelatert HLA-DRB3 typing lavoppløselig;;Immunologi og transfusjonsmedisin;IT7;208,54;207,29;0;
NOR25963;DNA-Transplantasjonsrelatert HLA-DRB3 typing høyoppløselig;;Immunologi og transfusjonsmedisin;IT8;463,39;460,66;0;
NOR25964;DNA-Transplantasjonsrelatert liste -HLA gener lavoppløselig 6 loci;;Immunologi og transfusjonsmedisin;IT7;208,54;207,29;0;IT8 til IT7
NOR25966;DNA-Transplantasjonsrelatert HLA-DRB4 typing lavoppløselig;;Immunologi og transfusjonsmedisin;IT7;208,54;207,29;0;
