ICPC2B_ICD10_Kode;ICPC2_Kode;ICPC2B_tekst;icpc2_Kap;icpc2_type;ICPC2B_kode
B377;A78;Candidasepsis;A;2;A780013
B571;A78;Chagas sykdom akutt INA;A;2;A780014
B572;A78;Chagas sykdom kronisk INA;A;2;A780015
A70;A78;Clamydia psittaci infeksjon;A;2;A780016
A692;A78;ECM (erythema chronicum migrans);A;2;A780017
A692;A78;EM (erythema migrans);A;2;A780018
A269;A78;Erysipeloid;A;2;A780019
A692;A78;Erythema chronicum migrans;A;2;A780020
A689;A78;Febris recurrens;A;2;A780021
A779;A78;Flekkfeber;A;2;A780022
A759;A78;Flekktyfus;A;2;A780023
B949;A78;Følgetilstand etter infeksjonssykdom;A;2;A780024
B92;A78;Følgetilstand etter lepra;A;2;A780025
A480;A78;Gassgangren;A;2;A780026
B399;A78;Histoplasmose;A;2;A780027
A64;A78;Kjønnssykdom IKA;A;2;A780028
A64;A78;Kjønnssykdom INA;A;2;A780029
A749;A78;Klamydiainfeksjon uspesifisert;A;2;A780030
B389;A78;Koksidioidomykose;A;2;A780031
B439;A78;Kromomykose;A;2;A780032
B459;A78;Kryptokokkose;A;2;A780033
A482;A78;Legionærsykdom uten pneumoni;A;2;A780034
B559;A78;Leishmaniasis;A;2;A780035
A309;A78;Lepra;A;2;A780036
A279;A78;Leptospirose;A;2;A780037
A329;A78;Listeriose;A;2;A780038
A692;A78;Lyme-sykdom;A;2;A780039
A244;A78;Melioidose;A;2;A780040
A398;A78;Meningokokkencefalitt;A;2;A780041
A399;A78;Meningokokksykdom INA;A;2;A780042
A229;A78;Miltbrann;A;2;A780043
B479;A78;Mycetom;A;2;A780044
A319;A78;Mykobakterieinfeksjon;A;2;A780045
A493;A78;Mykoplasma;A;2;A780046
A493;A78;Mykoplasmainfeksjon INA;A;2;A780047
A439;A78;Nokardiose;A;2;A780048
A70;A78;Ornitose;A;2;A780049
A70;A78;Papegøyesyke;A;2;A780050
B419;A78;Parakoksidioidomykose;A;2;A780051
B89;A78;Parasittsykdom INA;A;2;A780052
A209;A78;Pest;A;2;A780053
B59;A78;Pneumocystose;A;2;A780054
B64;A78;Protozosykdom INA;A;2;A780055
A78;A78;Q-feber;A;2;A780056
A799;A78;Rickettsiainfeksjon;A;2;A780057
A799;A78;Rickettsiainfeksjoner;A;2;A780058
A259;A78;Rottebittfeber;A;2;A780059
A38;A78;Scarlatina;A;2;A780060
A419;A78;Sepsis IKA;A;2;A780061
A38;A78;Skarlagensfeber;A;2;A780062
B488;A78;Soppsykdom IKA;A;2;A780063
B49;A78;Soppsykdom INA;A;2;A780064
B569;A78;Sovesyke;A;2;A780065
A699;A78;Spiroketinfeksjon;A;2;A780066
B429;A78;Sporotrikose;A;2;A780067
A490;A78;Stafylokokkinfeksjon INA;A;2;A780068
A491;A78;Streptokokkinfeksjon INA;A;2;A780069
A409;A78;Streptokokksepsis;A;2;A780070
A689;A78;Tilbakefallsfeber;A;2;A780071
B589;A78;Toxoplasmose uspesifisert;A;2;A780072
B589;A78;Toxoplasmose;A;2;A780073
A599;A78;Trikomonasinfeksjon IKA;A;2;A780074
B569;A78;Trypanosomiasis;A;2;A780075
A219;A78;Tularemi;A;2;A780076
A64;A78;Venerisk sykdom INA;A;2;A780077
B469;A78;Zygomykose;A;2;A780078
A421;A78;Abdominal aktinomykose;A;2;A780079
B601;A78;Akantamøbeinfeksjon;A;2;A780080
B471;A78;Aktinomycetom;A;2;A780081
A427;A78;Aktinomykotisk sepsis;A;2;A780082
B570;A78;Akutt Chagas sykdom med hjerteaffeksjon;A;2;A780083
A241;A78;Akutt eller fulminant melioidose;A;2;A780084
A392;A78;Akutt meningokokkemi;A;2;A780085
B400;A78;Akutt pulmonal blastomykose;A;2;A780086
B390;A78;Akutt pulmonal histoplasmose;A;2;A780087
B380;A78;Akutt pulmonal koksidioidomykose;A;2;A780088
B482;A78;Allescheriasis;A;2;A780089
A498;A78;Annen bakterieinfeksjon med uspesifisert lokalisasjon;A;2;A780090
A243;A78;Annen melioidose;A;2;A780091
A428;A78;Annen spesifisert aktinomykose;A;2;A780092
B968;A78;Annen spesifisert bakterie som årsak til sykdom klassifisert i annet kapittel;A;2;A780093
A288;A78;Annen spesifisert bakteriell zoonose ikke klassifisert annet sted;A;2;A780094
A488;A78;Annen spesifisert bakteriesykdom;A;2;A780095
A448;A78;Annen spesifisert bartonellose;A;2;A780096
A238;A78;Annen spesifisert brucellose;A;2;A780097
A268;A78;Annen spesifisert erysipeloid;A;2;A780098
A778;A78;Annen spesifisert flekkfeber;A;2;A780099
B408;A78;Annen spesifisert form for blastomykose;A;2;A780100
B388;A78;Annen spesifisert form for koksidioidomykose;A;2;A780101
B438;A78;Annen spesifisert form for kromomykose;A;2;A780102
B458;A78;Annen spesifisert form for kryptokokkose;A;2;A780103
B418;A78;Annen spesifisert form for parakoksidioidomykose;A;2;A780104
B428;A78;Annen spesifisert form for sporotrikose;A;2;A780105
A318;A78;Annen spesifisert infeksjon som skyldes mykobakterie;A;2;A780106
A748;A78;Annen spesifisert klamydiasykdom;A;2;A780107
A308;A78;Annen spesifisert lepra;A;2;A780108
A278;A78;Annen spesifisert leptospirose;A;2;A780109
A328;A78;Annen spesifisert listeriose;A;2;A780110
A228;A78;Annen spesifisert miltbrann;A;2;A780111
A438;A78;Annen spesifisert nokardiose;A;2;A780112
A208;A78;Annen spesifisert pest;A;2;A780113
B608;A78;Annen spesifisert protozosykdom;A;2;A780114
A798;A78;Annen spesifisert rickettsiose;A;2;A780115
A418;A78;Annen spesifisert sepsis;A;2;A780116
A698;A78;Annen spesifisert spiroketinfeksjon;A;2;A780117
B957;A78;Annen spesifisert stafylokokk som årsak til sykdom klassifisert i annet kapittel;A;2;A780118
B954;A78;Annen spesifisert streptokokk som årsak til sykdom klassifisert i annet kapittel;A;2;A780119
A408;A78;Annen spesifisert streptokokksepsis;A;2;A780120
A218;A78;Annen spesifisert tularemi;A;2;A780121
B468;A78;Annen spesifisert zygomykose;A;2;A780122
B600;A78;Babesiose;A;2;A780123
B966;A78;Bacillus fragilis som årsak til sykdom klassifisert i annet kapittel;A;2;A780124
A484;A78;Brasiliansk purpura fulminans;A;2;A780125
A231;A78;Brucellose som skyldes Brucella abortus;A;2;A780126
A233;A78;Brucellose som skyldes Brucella canis;A;2;A780127
A230;A78;Brucellose som skyldes Brucella melitensis;A;2;A780128
A232;A78;Brucellose som skyldes Brucella suis;A;2;A780129
A200;A78;Bubonpest;A;2;A780130
B451;A78;Cerebral kryptokokkose;A;2;A780131
A422;A78;Cervikofacial aktinomykose;A;2;A780132
B967;A78;Clostridium perfringens som årsak til sykdom klassifisert i annet kapittel;A;2;A780133
B407;A78;Disseminert blastomykose;A;2;A780134
B393;A78;Disseminert histoplasmose;A;2;A780135
B387;A78;Disseminert koksidioidomykose;A;2;A780136
B457;A78;Disseminert kryptokokkose;A;2;A780137
B464;A78;Disseminert mucormykose;A;2;A780138
B417;A78;Disseminert parakoksidioidomykose;A;2;A780139
B427;A78;Disseminert sporotrikose;A;2;A780140
U822;A78;Ekstendert spektrum betalaktamaseresistens (ESBL);A;2;A780141
A282;A78;Ekstraintestinal yersiniose;A;2;A780142
A750;A78;Epidemisk flekktyfus som skyldes Rickettsia prowazekii, overført ved lus;A;2;A780143
B962;A78;Escherichia coli som årsak til sykdom klassifisert i annet kapittel;A;2;A780144
B470;A78;Eumycetom;A;2;A780145
B431;A78;Feomykotisk hjerneabscess;A;2;A780146
A773;A78;Flekkfeber som skyldes Rickettsia australis;A;2;A780147
A771;A78;Flekkfeber som skyldes Rickettsia conorii;A;2;A780148
A770;A78;Flekkfeber som skyldes Rickettsia rickettsii;A;2;A780149
A772;A78;Flekkfeber som skyldes Rickettsia siberica;A;2;A780150
A751;A78;Flekktyfus med gjenoppblussing;A;2;A780151
A753;A78;Flekktyfus som skyldes Rickettsia tsutsugamushi;A;2;A780152
A752;A78;Flekktyfus som skyldes Rickettsia typhi;A;2;A780153
B948;A78;Følgetilstand etter annen spesifisert infeksjonssykdom eller parasittsykdom;A;2;A780154
A222;A78;Gastrointestinal miltbrann;A;2;A780155
B462;A78;Gastrointestinal mucormykose;A;2;A780156
A213;A78;Gastrointestinal tularemi;A;2;A780157
A217;A78;Generalisert tularemi;A;2;A780158
B483;A78;Geotrikose;A;2;A780159
B963;A78;Haemophilus influenzae som årsak til sykdom klassifisert i annet kapittel;A;2;A780160
B980;A78;Helicobacter pylori som årsak til sykdom klassifisert i annet kapittel;A;2;A780161
B395;A78;Histoplasmose som skyldes Histoplasma duboisii;A;2;A780162
A320;A78;Hudlisteriose;A;2;A780163
A220;A78;Hudmiltbrann;A;2;A780164
A201;A78;Hudpest;A;2;A780165
A492;A78;Infeksjon med uspesifisert lokalisasjon, som skyldes Haemophilus influenzae;A;2;A780166
A281;A78;Katteklorfeber;A;2;A780167
B961;A78;Klebisella pneumoniae som årsak til sykdom klassifisert i annet kapittel;A;2;A780168
B384;A78;Koksidioidomykosemeningitt;A;2;A780169
B575;A78;Kronisk eller uspesifisert Chagas sykdom med affeksjon av annet organ;A;2;A780170
B573;A78;Kronisk eller uspesifisert Chagas sykdom med affeksjon av fordøyelsessystemet;A;2;A780171
B574;A78;Kronisk eller uspesifisert Chagas sykdom med affeksjon av nervesystemet;A;2;A780172
A393;A78;Kronisk meningokokkemi;A;2;A780173
B401;A78;Kronisk pulmonal blastomykose;A;2;A780174
B391;A78;Kronisk pulmonal histoplasmose;A;2;A780175
B381;A78;Kronisk pulmonal koksidioidomykose;A;2;A780176
B403;A78;Kutan blastomykose;A;2;A780177
A441;A78;Kutan eller mukokutan bartonellose;A;2;A780178
A260;A78;Kutan erysipeloid;A;2;A780179
B383;A78;Kutan koksidioidomykose;A;2;A780180
B430;A78;Kutan kromomykose;A;2;A780181
B452;A78;Kutan kryptokokkose;A;2;A780182
B551;A78;Kutan leishmaniasis;A;2;A780183
B463;A78;Kutan mucormykose;A;2;A780184
A431;A78;Kutan nokardiose;A;2;A780185
A303;A78;Lepra av grensetype;A;2;A780186
A305;A78;Lepromatøs lepra;A;2;A780187
A304;A78;Lepromatøs lepra av grensetype;A;2;A780188
A270;A78;Leptospirosis icterohaemorrhagica;A;2;A780189
A327;A78;Listeriasepsis;A;2;A780190
B480;A78;Lobomykose;A;2;A780191
A221;A78;Lungemiltbrann;A;2;A780192
A202;A78;Lungepest;A;2;A780193
B421;A78;Lymfokutan sporotrikose;A;2;A780194
B964;A78;Mikroorganisme fra Proteusgruppen som årsak til sykdom klassifisert i annet kapittel;A;2;A780195
A227;A78;Miltbrannsepsis;A;2;A780196
B552;A78;Mukokutan leishmaniasis;A;2;A780197
B960;A78;Mycoplasma pneumoniae som årsak til sykdom klassifisert i annet kapittel;A;2;A780198
A311;A78;Mykobakteriell hudinfeksjon;A;2;A780199
A310;A78;Mykobakteriell lungeinfeksjon;A;2;A780200
B602;A78;Naegleriainfeksjon;A;2;A780201
A211;A78;Okuloglandulær tularemi;A;2;A780202
B487;A78;Opportunistisk soppsykdom;A;2;A780203
B453;A78;Ossøs kryptokokkose;A;2;A780204
A280;A78;Pasteurellose;A;2;A780205
B484;A78;Penicilliose;A;2;A780206
A203;A78;Pestmeningitt;A;2;A780207
B965;A78;Pseudomonas (aeruginosa) som årsak til sykdom klassifisert i annet kapittel;A;2;A780208
A420;A78;Pulmonal aktinomykose;A;2;A780209
B450;A78;Pulmonal kryptokokkose;A;2;A780210
B460;A78;Pulmonal mucormykose;A;2;A780211
A430;A78;Pulmonal nokardiose;A;2;A780212
B410;A78;Pulmonal parakoksidioidomykose;A;2;A780213
B420;A78;Pulmonal sporotrikose;A;2;A780214
A212;A78;Pulmonal tularemi;A;2;A780215
U828;A78;Resistens mot andre betalaktamantibiotika;A;2;A780216
U831;A78;Resistens mot andre vancomycinrelaterte antibiotika;A;2;A780217
U848;A78;Resistens mot annet spesifisert antimikrobielt legemiddel;A;2;A780218
U838;A78;Resistens mot annet spesifisert enkeltantibiotikum;A;2;A780219
U841;A78;Resistens mot antimykotisk legemiddel;A;2;A780220
U85;A78;Resistens mot antineoplastiske legemidler;A;2;A780221
U840;A78;Resistens mot antiparasittmiddel;A;2;A780222
U842;A78;Resistens mot antiviralt legemiddel;A;2;A780223
U832;A78;Resistens mot kinoloner;A;2;A780224
U821;A78;Resistens mot methicillin;A;2;A780225
U837;A78;Resistens mot multiple antibiotika;A;2;A780226
U847;A78;Resistens mot multiple antimikrobielle legemidler;A;2;A780227
U820;A78;Resistens mot penicillin;A;2;A780228
U843;A78;Resistens mot tuberkulostatikum;A;2;A780229
U839;A78;Resistens mot uspesifisert antibiotikum;A;2;A780230
U849;A78;Resistens mot uspesifisert antimikrobielt legemiddel;A;2;A780231
U829;A78;Resistens mot uspesifiserte betalaktamantibiotika;A;2;A780232
U830;A78;Resistens mot vancomycin;A;2;A780233
A791;A78;Rickettsiainfeksjon som skyldes Rickettsia akarii;A;2;A780234
B461;A78;Rinocerebral mucormykose;A;2;A780235
B481;A78;Rinosporidiose;A;2;A780236
A414;A78;Sepsis som skyldes anaerob bakterie;A;2;A780237
A415;A78;Sepsis som skyldes annen gram-negativ organisme;A;2;A780238
A411;A78;Sepsis som skyldes annen spesifisert stafylokokk;A;2;A780239
A267;A78;Sepsis som skyldes Erysipelothrix;A;2;A780240
A413;A78;Sepsis som skyldes Haemophilus influenzae;A;2;A780241
A410;A78;Sepsis som skyldes Staphylococcus aureus;A;2;A780242
A403;A78;Sepsis som skyldes Streptococcus pneumoniae;A;2;A780243
A400;A78;Sepsis som skyldes Streptococcus serogruppe A;A;2;A780244
A401;A78;Sepsis som skyldes Streptococcus serogruppe B;A;2;A780245
A402;A78;Sepsis som skyldes Streptococcus, serogruppe D og enterococcus;A;2;A780246
A412;A78;Sepsis som skyldes uspesifisert stafylokokk;A;2;A780247
A207;A78;Sepsispest;A;2;A780248
A790;A78;Skyttergravsfeber;A;2;A780249
A240;A78;Snive;A;2;A780250
A250;A78;Spirillose;A;2;A780251
B956;A78;Staphylococcus aureus som årsak til sykdom klassifisert i annet kapittel;A;2;A780252
A251;A78;Streptobasillose;A;2;A780253
B953;A78;Streptococcus pneumoniae som årsak til sykdom klassifisert i annet kapittel;A;2;A780254
B950;A78;Streptokokk serogruppe A, som årsak til sykdom klassifisert i annet kapittel;A;2;A780255
B951;A78;Streptokokk serogruppe B, som årsak til sykdom klassifisert i annet kapittel;A;2;A780256
B952;A78;Streptokokk serogruppe D/enterokokk, som årsak til sykdom klassifisert i annet kapittel;A;2;A780257
A242;A78;Subakutt eller kronisk melioidose;A;2;A780258
B432;A78;Subkutan feomykotisk abscess eller cyste;A;2;A780259
A440;A78;Systemisk bartonellose;A;2;A780260
R651;A78;Systemisk inflammatorisk responssyndrom av infeksiøs årsak med organsvikt;A;2;A780261
R650;A78;Systemisk inflammatorisk responssyndrom av infeksiøs årsak uten organsvikt;A;2;A780262
A681;A78;Tilbakefallsfeber overført ved flått;A;2;A780263
A680;A78;Tilbakefallsfeber overført ved lus;A;2;A780264
A483;A78;Toksisk sjokksyndrom;A;2;A780265
B588;A78;Toksoplasmose med annen spesifisert organaffeksjon;A;2;A780266
A598;A78;Trikomonasinfeksjon med annen spesifisert lokalisasjon;A;2;A780267
B560;A78;Trypanosomiasis gambiensis;A;2;A780268
B561;A78;Trypanosomiasis rhodesiensis;A;2;A780269
A301;A78;Tuberkuloid lepra;A;2;A780270
A302;A78;Tuberkuloid lepra av grensetype;A;2;A780271
A300;A78;Ubestemt lepra;A;2;A780272
A210;A78;Ulceroglandulær tularemi;A;2;A780273
B394;A78;Uspesifisert histoplasmose som skyldes Histoplasma capsulatum;A;2;A780274
A394;A78;Uspesifisert meningokokkemi;A;2;A780275
B465;A78;Uspesifisert mucormykose;A;2;A780276
B402;A78;Uspesifisert pulmonal blastomykose;A;2;A780277
B392;A78;Uspesifisert pulmonal histoplasmose;A;2;A780278
B382;A78;Uspesifisert pulmonal koksidioidomykose;A;2;A780279
B958;A78;Uspesifisert stafylokokk som årsak til sykdom klassifisert i annet kapittel;A;2;A780280
B955;A78;Uspesifisert streptokokk som årsak til sykdom klassifisert i annet kapittel;A;2;A780281
B981;A78;Vibrio vulnificus som årsak til sykdom klassifisert i annet kapittel;A;2;A780282
B550;A78;Visceral leishmaniasis;A;2;A780283
C809;A79;Ondartet svulst IKA;A;2;A790000
C786;A79;Ascites ondartet;A;2;A790001
D099;A79;Carcinoma in situ INA;A;2;A790002
C469;A79;Kaposis sarkom;A;2;A790003
C809;A79;Karsinomatose;A;2;A790004
C459;A79;Mesoteliom INA;A;2;A790005
C788;A79;Metastase abdomen;A;2;A790006
C793;A79;Metastase hjerne;A;2;A790007
C798;A79;Metastase IKA;A;2;A790008
C787;A79;Metastase lever;A;2;A790009
C783;A79;Metastase luftveier;A;2;A790010
C780;A79;Metastase lunge;A;2;A790011
C790;A79;Metastase nyre/nyrebekken;A;2;A790012
C795;A79;Metastase skjelettet;A;2;A790013
C800;A79;Metastase ukjent primærlokalisasjon;A;2;A790014
C800;A79;Metastase/sekundær svulst når utgangspunkt er ukjent;A;2;A790015
C800;A79;Ondartet svulst ukjent primærlokalisasjon;A;2;A790016
D097;A79;Carcinoma in situ med annen spesifisert lokalisasjon;A;2;A790017
C468;A79;Kaposis sarkom i flere organer;A;2;A790018
C467;A79;Kaposis sarkom med annet spesifisert utgangspunkt;A;2;A790019
C457;A79;Mesoteliom med annet spesifisert utgangspunkt;A;2;A790020
C794;A79;Metastase i annen eller uspesifisert del av nervesystemet;A;2;A790021
C797;A79;Metastase i binyre;A;2;A790022
C782;A79;Metastase i brysthinne;A;2;A790023
C796;A79;Metastase i eggstokk;A;2;A790024
C792;A79;Metastase i hud;A;2;A790025
C781;A79;Metastase i mediastinum;A;2;A790026
C785;A79;Metastase i tykktarm, endetarm, analkanal eller endetarmsåpning;A;2;A790027
C784;A79;Metastase i tynntarm;A;2;A790028
C791;A79;Metastase i urinblære eller uspesifisert del av urinveier;A;2;A790029
C799;A79;Metastase med uspesifisert lokalisasjon;A;2;A790030
C7940;A79;Mikrometastase i annen eller uspesifisert del av nervesystemet;A;2;A790031
C7830;A79;Mikrometastase i annet eller uspesifisert åndedrettsorgan;A;2;A790032
C7880;A79;Mikrometastase i annet eller uspesifiserte fordøyelsesorgan;A;2;A790033
C7970;A79;Mikrometastase i binyre;A;2;A790034
C7820;A79;Mikrometastase i brysthinne;A;2;A790035
C7960;A79;Mikrometastase i eggstokk;A;2;A790036
C7930;A79;Mikrometastase i hjerne eller hjernehinne;A;2;A790037
C7920;A79;Mikrometastase i hud;A;2;A790038
C7950;A79;Mikrometastase i knokkel eller benmarg;A;2;A790039
C7870;A79;Mikrometastase i lever eller intrahepatisk gallegang;A;2;A790040
C7800;A79;Mikrometastase i lunge;A;2;A790041
C7810;A79;Mikrometastase i mediastinum;A;2;A790042
C7900;A79;Mikrometastase i nyre eller nyrebekken;A;2;A790043
C7860;A79;Mikrometastase i retroperitoneum eller bukhinne;A;2;A790044
C7850;A79;Mikrometastase i tykktarm, endetarm, analkanal eller endetarmsåpning;A;2;A790045
C7840;A79;Mikrometastase i tynntarm;A;2;A790046
C7910;A79;Mikrometastase i urinblære eller annen eller uspesifisert del av urinveier;A;2;A790047
C7980;A79;Mikrometastase med annen spesifisert lokalisasjon;A;2;A790048
C7990;A79;Mikrometastase med uspesifisert lokalisasjon;A;2;A790049
C97;A79;Multiple primære ondartede svulster med forskjellige utgangspunkter;A;2;A790050
C382;A79;Ondartet svulst i bakre mediastinum;A;2;A790051
C763;A79;Ondartet svulst i bekken;A;2;A790052
C762;A79;Ondartet svulst i buken (abdomen);A;2;A790053
C381;A79;Ondartet svulst i fremre mediastinum;A;2;A790054
C760;A79;Ondartet svulst i hode, ansikt eller hals;A;2;A790055
C764;A79;Ondartet svulst i overekstremitet;A;2;A790056
C761;A79;Ondartet svulst i toraks;A;2;A790057
C765;A79;Ondartet svulst i underekstremitet;A;2;A790058
C383;A79;Ondartet svulst i uspesifisert del av mediastinum;A;2;A790059
C767;A79;Ondartet svulst med annet ufullstendig angitt utgangspunkt;A;2;A790060
C388;A79;Overlappende ondartet svulst i hjerte, mediastinum eller brysthinne;A;2;A790061
C768;A79;Overlappende ondartet svulst med annet eller ufullstendig angitt utgangspunkt;A;2;A790062
C7921;A79;Metastase i stikkanal og portkanal i hud;A;2;A790063
C7981;A79;Metastase i stikkanal og portkanal i muskel og bindevev;A;2;A790064
T149;A80;Skade/traume IKA;A;2;A800000
T147;A80;Amputasjon traumatisk INA;A;2;A800001
S381;A80;Knusningsskade buk/bekken;A;2;A800002
T147;A80;Knusningsskade INA;A;2;A800003
S379;A80;Skade bekken indre organ;A;2;A800004
S959;A80;Skade blodkar ankel/fot;A;2;A800005
S259;A80;Skade blodkar brystkassen;A;2;A800006
S359;A80;Skade blodkar buk/bekken;A;2;A800007
S159;A80;Skade blodkar hals;A;2;A800008
S759;A80;Skade blodkar hofte/lår;A;2;A800009
S659;A80;Skade blodkar hånd/håndledd;A;2;A800010
S859;A80;Skade blodkar legg;A;2;A800011
S459;A80;Skade blodkar skulder/overarm;A;2;A800012
T145;A80;Skade blodkar traumatisk;A;2;A800013
S559;A80;Skade blodkar underarm;A;2;A800014
S399;A80;Skade buk/bekken INA;A;2;A800015
S379;A80;Skade genitalia INA (K);A;2;A800016
S269;A80;Skade hjerte INA;A;2;A800017
T093;A80;Skade ryggmargen INA;A;2;A800018
T149;A80;Skade trafikkulykke;A;2;A800019
T099;A80;Skade trunkus INA;A;2;A800020
T095;A80;Skade trunkus muskel-skjelettsystemet INA;A;2;A800021
S379;A80;Skade underliv flere organer (K);A;2;A800022
S379;A80;Skade urinveier INA;A;2;A800023
T149;A80;Skade uspesifisert;A;2;A800024
T093;A80;Tverrsnittslesjon ryggmarg;A;2;A800025
S219;A80;Åpent sår brystkassen;A;2;A800026
S119;A80;Åpent sår hals;A;2;A800027
S273;A80;Annen skade i lunge;A;2;A800028
S2731;A80;Annen skade i lunge med åpent sår til brysthule;A;2;A800029
S2730;A80;Annen skade i lunge uten åpent sår til brysthule;A;2;A800030
S268;A80;Annen spesifisert skade i hjerte;A;2;A800031
S2681;A80;Annen spesifisert skade i hjerte med åpent sår til brysthule;A;2;A800032
S2680;A80;Annen spesifisert skade i hjerte uten åpent sår til brysthule;A;2;A800033
T098;A80;Annen spesifisert skade i uspesifert del av trunkus;A;2;A800034
T148;A80;Annnen skade i uspesifisert kroppsregion;A;2;A800035
T284;A80;Brannskade av annet eller uspesifisert indre organ;A;2;A800036
T092;A80;Dislokasjon, forstuving eller forstrekking av uspesifisert ledd eller leddbånd i trunkus;A;2;A800037
T289;A80;Etseskade av annet eller uspesifisert indre organ;A;2;A800038
